id,date,latitude,longitude,category,severity,source_type,data_status,age_days
syn-shrawan-2083-0027,2083-Shrawan,27.624916,85.240424,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0028,2083-Shrawan,27.684659,85.494474,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0029,2083-Shrawan,27.745550,85.336289,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0030,2083-Shrawan,27.740238,85.275293,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0031,2083-Shrawan,27.745665,85.284051,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0032,2083-Shrawan,27.770658,85.247818,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0033,2083-Shrawan,27.737788,85.492439,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0034,2083-Shrawan,27.663424,85.406107,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0035,2083-Shrawan,27.671909,85.409533,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0036,2083-Shrawan,27.775263,85.223385,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0037,2083-Shrawan,27.646566,85.358886,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0038,2083-Shrawan,27.613547,85.336454,theft,2,simulation,SYNTHETIC,29
syn-shrawan-2083-0039,2083-Shrawan,27.710671,85.355025,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0040,2083-Shrawan,27.699143,85.239609,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0041,2083-Shrawan,27.712225,85.391983,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0042,2083-Shrawan,27.600752,85.325339,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0043,2083-Shrawan,27.695415,85.264047,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0044,2083-Shrawan,27.755302,85.322652,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0045,2083-Shrawan,27.603983,85.450498,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0046,2083-Shrawan,27.606407,85.345098,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0047,2083-Shrawan,27.657564,85.469400,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0048,2083-Shrawan,27.709530,85.338193,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0049,2083-Shrawan,27.660017,85.423427,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0050,2083-Shrawan,27.624659,85.428765,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0051,2083-Shrawan,27.736004,85.216829,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0052,2083-Shrawan,27.611117,85.495391,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0053,2083-Shrawan,27.665372,85.460833,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0054,2083-Shrawan,27.770968,85.218521,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0055,2083-Shrawan,27.715514,85.498748,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0056,2083-Shrawan,27.683506,85.299575,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0057,2083-Shrawan,27.631153,85.315528,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0058,2083-Shrawan,27.689806,85.279271,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0059,2083-Shrawan,27.710064,85.343330,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0060,2083-Shrawan,27.709577,85.205232,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0061,2083-Shrawan,27.703409,85.378408,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0062,2083-Shrawan,27.778692,85.316423,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0063,2083-Shrawan,27.771910,85.279285,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0064,2083-Shrawan,27.731241,85.395842,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0065,2083-Shrawan,27.615170,85.465249,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0066,2083-Shrawan,27.770774,85.311932,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0067,2083-Shrawan,27.672425,85.371633,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0068,2083-Shrawan,27.608048,85.492142,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0069,2083-Shrawan,27.760061,85.287782,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0070,2083-Shrawan,27.623127,85.467662,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0071,2083-Shrawan,27.605611,85.398785,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0072,2083-Shrawan,27.704476,85.465359,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0073,2083-Shrawan,27.710946,85.216860,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0074,2083-Shrawan,27.602960,85.420140,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0075,2083-Shrawan,27.730220,85.216243,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0076,2083-Shrawan,27.620603,85.406996,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0077,2083-Shrawan,27.772012,85.420527,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0078,2083-Shrawan,27.748929,85.365761,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0079,2083-Shrawan,27.751431,85.227240,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0080,2083-Shrawan,27.665853,85.481716,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0081,2083-Shrawan,27.677765,85.434794,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0082,2083-Shrawan,27.649725,85.210492,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0083,2083-Shrawan,27.608006,85.455620,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0084,2083-Shrawan,27.740479,85.364896,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0085,2083-Shrawan,27.757344,85.399958,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0086,2083-Shrawan,27.707140,85.433169,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0087,2083-Shrawan,27.675886,85.391278,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0088,2083-Shrawan,27.694506,85.241418,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0089,2083-Shrawan,27.667614,85.470243,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0090,2083-Shrawan,27.695794,85.326416,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0091,2083-Shrawan,27.664132,85.353473,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0092,2083-Shrawan,27.698790,85.417242,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0093,2083-Shrawan,27.743465,85.379609,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0094,2083-Shrawan,27.656707,85.454268,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0095,2083-Shrawan,27.744185,85.392324,theft,2,simulation,SYNTHETIC,29
syn-shrawan-2083-0096,2083-Shrawan,27.747897,85.270339,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0097,2083-Shrawan,27.618745,85.321513,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0098,2083-Shrawan,27.746906,85.340559,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0099,2083-Shrawan,27.758352,85.323800,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0100,2083-Shrawan,27.619489,85.342549,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0101,2083-Shrawan,27.616292,85.475457,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0102,2083-Shrawan,27.672257,85.477130,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0103,2083-Shrawan,27.778472,85.368518,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0104,2083-Shrawan,27.759898,85.348909,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0105,2083-Shrawan,27.650471,85.488123,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0106,2083-Shrawan,27.635707,85.415921,theft,2,simulation,SYNTHETIC,29
syn-shrawan-2083-0107,2083-Shrawan,27.750696,85.439672,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0108,2083-Shrawan,27.650579,85.356025,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0109,2083-Shrawan,27.610678,85.291904,theft,2,simulation,SYNTHETIC,29
syn-shrawan-2083-0110,2083-Shrawan,27.738120,85.384023,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0111,2083-Shrawan,27.607317,85.400376,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0112,2083-Shrawan,27.615131,85.456062,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0113,2083-Shrawan,27.659229,85.418661,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0114,2083-Shrawan,27.673904,85.435730,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0115,2083-Shrawan,27.651585,85.385776,theft,2,simulation,SYNTHETIC,29
syn-shrawan-2083-0116,2083-Shrawan,27.651571,85.337884,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0117,2083-Shrawan,27.642093,85.341497,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0118,2083-Shrawan,27.708603,85.230673,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0119,2083-Shrawan,27.626458,85.360203,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0120,2083-Shrawan,27.719551,85.231936,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0121,2083-Shrawan,27.735880,85.352380,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0122,2083-Shrawan,27.650660,85.202085,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0123,2083-Shrawan,27.603201,85.254704,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0124,2083-Shrawan,27.657198,85.280417,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0125,2083-Shrawan,27.639551,85.258410,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0126,2083-Shrawan,27.774515,85.454269,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0127,2083-Shrawan,27.750798,85.305260,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0128,2083-Shrawan,27.647283,85.259309,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0129,2083-Shrawan,27.604263,85.254554,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0130,2083-Shrawan,27.777246,85.403330,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0131,2083-Shrawan,27.692100,85.386991,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0132,2083-Shrawan,27.677376,85.453818,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0133,2083-Shrawan,27.619796,85.405665,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0134,2083-Shrawan,27.635935,85.450222,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0135,2083-Shrawan,27.637641,85.214678,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0136,2083-Shrawan,27.723709,85.363804,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0137,2083-Shrawan,27.601004,85.345578,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0138,2083-Shrawan,27.617935,85.450192,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0139,2083-Shrawan,27.773081,85.254902,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0140,2083-Shrawan,27.733411,85.390748,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0141,2083-Shrawan,27.682722,85.276117,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0142,2083-Shrawan,27.621243,85.317670,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0143,2083-Shrawan,27.641187,85.270119,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0144,2083-Shrawan,27.604804,85.332828,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0145,2083-Shrawan,27.776566,85.223818,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0146,2083-Shrawan,27.687153,85.380664,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0147,2083-Shrawan,27.664307,85.289976,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0148,2083-Shrawan,27.770465,85.289659,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0149,2083-Shrawan,27.748064,85.287171,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0150,2083-Shrawan,27.612386,85.373741,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0151,2083-Shrawan,27.618274,85.480194,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0152,2083-Shrawan,27.612719,85.353268,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0153,2083-Shrawan,27.637558,85.482214,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0154,2083-Shrawan,27.772877,85.233634,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0155,2083-Shrawan,27.713665,85.354311,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0156,2083-Shrawan,27.626265,85.336861,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0157,2083-Shrawan,27.753317,85.369266,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0158,2083-Shrawan,27.736409,85.236556,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0159,2083-Shrawan,27.725370,85.248623,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0160,2083-Shrawan,27.607619,85.267941,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0161,2083-Shrawan,27.610286,85.218634,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0162,2083-Shrawan,27.746285,85.491270,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0163,2083-Shrawan,27.756389,85.255604,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0164,2083-Shrawan,27.776061,85.347348,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0165,2083-Shrawan,27.772924,85.448096,theft,2,simulation,SYNTHETIC,29
syn-shrawan-2083-0166,2083-Shrawan,27.763221,85.476989,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0167,2083-Shrawan,27.606816,85.286152,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0168,2083-Shrawan,27.715770,85.350781,theft,2,simulation,SYNTHETIC,8
syn-shrawan-2083-0169,2083-Shrawan,27.725558,85.339970,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0170,2083-Shrawan,27.617650,85.290155,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0171,2083-Shrawan,27.703926,85.205942,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0172,2083-Shrawan,27.613843,85.324361,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0173,2083-Shrawan,27.698699,85.420590,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0174,2083-Shrawan,27.729623,85.239175,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0175,2083-Shrawan,27.754318,85.266218,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0176,2083-Shrawan,27.673874,85.300794,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0177,2083-Shrawan,27.664744,85.359994,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0178,2083-Shrawan,27.738494,85.301165,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0179,2083-Shrawan,27.604049,85.324336,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0180,2083-Shrawan,27.749795,85.437714,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0181,2083-Shrawan,27.741515,85.224639,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0182,2083-Shrawan,27.629581,85.429767,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0183,2083-Shrawan,27.637687,85.324358,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0184,2083-Shrawan,27.669653,85.354745,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0185,2083-Shrawan,27.627071,85.390959,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0186,2083-Shrawan,27.709983,85.378107,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0187,2083-Shrawan,27.712231,85.383019,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0188,2083-Shrawan,27.684013,85.420863,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0189,2083-Shrawan,27.774222,85.302571,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0190,2083-Shrawan,27.610747,85.475945,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0191,2083-Shrawan,27.626833,85.401379,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0192,2083-Shrawan,27.618688,85.318609,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0193,2083-Shrawan,27.678188,85.228949,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0194,2083-Shrawan,27.777574,85.375097,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0195,2083-Shrawan,27.674256,85.397474,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0196,2083-Shrawan,27.676460,85.486724,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0197,2083-Shrawan,27.675840,85.358375,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0198,2083-Shrawan,27.777237,85.352170,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0199,2083-Shrawan,27.685009,85.430268,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0200,2083-Shrawan,27.757504,85.417762,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0201,2083-Shrawan,27.739963,85.332981,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0202,2083-Shrawan,27.671920,85.232696,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0203,2083-Shrawan,27.700092,85.260233,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0204,2083-Shrawan,27.613180,85.462246,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0205,2083-Shrawan,27.776976,85.308685,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0206,2083-Shrawan,27.778649,85.375699,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0207,2083-Shrawan,27.693299,85.466859,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0208,2083-Shrawan,27.672904,85.365930,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0209,2083-Shrawan,27.681542,85.497857,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0210,2083-Shrawan,27.756011,85.232792,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0211,2083-Shrawan,27.769003,85.218409,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0212,2083-Shrawan,27.728758,85.441730,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0213,2083-Shrawan,27.606515,85.427497,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0214,2083-Shrawan,27.625340,85.270835,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0215,2083-Shrawan,27.606365,85.464242,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0216,2083-Shrawan,27.727557,85.252882,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0217,2083-Shrawan,27.691652,85.420766,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0218,2083-Shrawan,27.618575,85.222234,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0219,2083-Shrawan,27.745917,85.394990,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0220,2083-Shrawan,27.765032,85.258899,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0221,2083-Shrawan,27.619540,85.384655,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0222,2083-Shrawan,27.749949,85.201941,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0223,2083-Shrawan,27.619433,85.290935,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0224,2083-Shrawan,27.661835,85.250877,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0225,2083-Shrawan,27.672156,85.361635,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0226,2083-Shrawan,27.693729,85.205211,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0227,2083-Shrawan,27.689048,85.253873,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0228,2083-Shrawan,27.626052,85.477721,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0229,2083-Shrawan,27.606519,85.478070,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0230,2083-Shrawan,27.775169,85.475192,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0231,2083-Shrawan,27.626543,85.292790,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0232,2083-Shrawan,27.771896,85.339856,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0233,2083-Shrawan,27.632858,85.397230,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0234,2083-Shrawan,27.606875,85.204390,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0235,2083-Shrawan,27.628756,85.408658,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0236,2083-Shrawan,27.729292,85.401974,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0237,2083-Shrawan,27.723732,85.259700,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0238,2083-Shrawan,27.767772,85.209090,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0239,2083-Shrawan,27.770033,85.298664,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0240,2083-Shrawan,27.624020,85.351392,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0241,2083-Shrawan,27.647555,85.369009,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0242,2083-Shrawan,27.726849,85.290793,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0243,2083-Shrawan,27.717671,85.475186,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0244,2083-Shrawan,27.613113,85.303573,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0245,2083-Shrawan,27.644947,85.255279,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0246,2083-Shrawan,27.658881,85.373715,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0247,2083-Shrawan,27.741289,85.369828,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0248,2083-Shrawan,27.705199,85.331383,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0249,2083-Shrawan,27.731348,85.224722,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0250,2083-Shrawan,27.624316,85.482435,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0251,2083-Shrawan,27.672056,85.467824,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0252,2083-Shrawan,27.660470,85.369635,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0253,2083-Shrawan,27.614356,85.477786,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0254,2083-Shrawan,27.710496,85.398736,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0255,2083-Shrawan,27.712729,85.293131,theft,2,simulation,SYNTHETIC,8
syn-shrawan-2083-0256,2083-Shrawan,27.709968,85.321495,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0257,2083-Shrawan,27.639190,85.453764,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0258,2083-Shrawan,27.736427,85.211705,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0259,2083-Shrawan,27.664423,85.339510,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0260,2083-Shrawan,27.638876,85.268300,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0261,2083-Shrawan,27.620752,85.234681,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0262,2083-Shrawan,27.688264,85.350168,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0263,2083-Shrawan,27.661054,85.217920,theft,2,simulation,SYNTHETIC,11
